,Date,Open,High,Low,Close,Adj Close,Volume,User,Tweet,Current Ratio ,Long-term Debt / Capital ,Debt/Equity Ratio ,Gross Margin ,Operating Margin ,EBIT Margin ,Pre-Tax Proﬁt Margin ,Net Profit Margin ,Asset Turnover ,Inventory Turnover Ratio ,Receiveable Turnover ,Days Sales In Receivables ,ROE - Return On Equity ,Return On Tangible Equity ,ROA - Return On Assets ,ROI - Return On Investment ,Book Value Per Share ,Operating Cash Flow Per Share ,Free Cash Flow Per Share ,Enterprise Value,PE Ratio,PS Ratio,PB Ratio,Earnings Yield,FCF Yield,Buyback Yield / Dilution,Total Shareholder Return,Market Capitalization
1725,14/01/21,843.39,863,838.75,845,845,31266300,SawyerMerritt,"BREAKING: Tesla has officially announced that it will post its financial results for the fourth quarter and full year ended December 31, 2020 after market close on Wednesday, January 27, 2021.

 $TSLA https://t.co/MypHqwHpY9",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1726,14/01/21,843.39,863,838.75,845,845,31266300,GerberKawasaki,Thank you to all of you for all the fun and banter on twitter. Hit 100k !!! #tesla #Bitcoin $tsla https://t.co/Ak54P7Krbo,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1727,14/01/21,843.39,863,838.75,845,845,31266300,28delayslater,"This is the dumbest logic. Did it occur to the author that people can believe in GM, Ford, and Toyota... still own the stock while Tesla stock rises? $TSLA https://t.co/iOHHdGksTR",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1728,14/01/21,843.39,863,838.75,845,845,31266300,GerberKawasaki,I get calls all the time people wanting to buy space X stock. It’s already valued at $100 bil and space exploration first motive isn’t profit.  Very different than tesla. Which has advanced sustainable transportation and energy. Which is highly profitable. $tsla,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1729,14/01/21,843.39,863,838.75,845,845,31266300,adrFinance,I have a feeling that something epic is coming from Tesla. This company rarely goes more than a few weeks without something epic in play $TSLA @Tesla @elonmusk,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1730,14/01/21,843.39,863,838.75,845,845,31266300,RationalEtienne,"It's not so much that Tesla has grown 900% in 1 year that is surprising, but that the stock $TSLA had not increased for 5 years despite extraordinary progress. 

It's not that the market is suddenly irrational, but rather that it has finally regained its sanity.

$TSLA https://t.co/FzwUzcYcAE",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1731,14/01/21,843.39,863,838.75,845,845,31266300,TrendSpider,"$TSLA #TSLA Fun fact... since 12/1/20, Tesla has gone up 100% of the time on Thursday..

Pair this with the symmetrical triangle breakout on the 65 minute chart today and things get interesting tomorrow! https://t.co/SSRpqSGmQo",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1732,15/01/21,852,859.9,819.1,826.16,826.16,38777600,Tesmanian_com,"Tesla $TSLA Gets $1,250 Bull Case Target ""Right now in the EV market it's Tesla's world,"" Says Wedbush

https://t.co/718MV0qf82",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1733,15/01/21,852,859.9,819.1,826.16,826.16,38777600,vincent13031925,"Tesla $TSLA Gets $1,250 Bull Case Target ""Right now in the EV market it's Tesla's world,"" Says Wedbush

https://t.co/cLI0py59EJ",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1734,15/01/21,852,859.9,819.1,826.16,826.16,38777600,BarbaraCormac,"The daily routine of a Tesla Hodler:
- Get up
- Check $TSLA price
- Dunk on Gordon Johnson
 
- Do squats
- Check $TSLA price
- Watch Solving the Money problem video
 
- Eat 
- Check $TSLA price
- Check Elon's twitter memes
 
- Laugh at Tesla shorts
- Go to bed",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1735,15/01/21,852,859.9,819.1,826.16,826.16,38777600,BarbaraCormac,Bought some $TSLA! When was the last time you bought some Tesla shares?,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1736,15/01/21,852,859.9,819.1,826.16,826.16,38777600,GerberKawasaki,"Something is up with tesla. Model x and s. Well overdue for a refresh. Could this be the time.  Tesla selling the rest of their inventory, something new maybe coming... $tsla",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1737,15/01/21,852,859.9,819.1,826.16,826.16,38777600,vincent13031925,"Tesla Giga Shanghai Continues Massive Expansion at Lightning Speed

$TSLA 
https://t.co/xVyxV5crlW",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1738,15/01/21,852,859.9,819.1,826.16,826.16,38777600,squawksquare,BREAKING: $TSLA Model X/S refresh immanent as Tesla ask employees to sell all inventory - Electrek,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1739,15/01/21,852,859.9,819.1,826.16,826.16,38777600,heikki_bear,"Check this autonomy driving comparison video between 

Tesla FSD 2020
Waymo 2009
Zoox 2020

One of these companies does NOT use professional test drivers but claims robot taxi fleet any day now. 
@ARKInvest @wolfejosh @zoox @Tweetermeyer 

$tsla $tslaq https://t.co/6MVNnBCUND",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1740,15/01/21,852,859.9,819.1,826.16,826.16,38777600,DeItaone,"*TESLA TELLS EMPLOYEES TO SELL ALL MODEL S, X INVENTORY:ELECTREK
$TSLA",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1741,15/01/21,852,859.9,819.1,826.16,826.16,38777600,ElonMuskNewsOrg,Tesla (TSLA) launches its own solar power inverter  https://t.co/6jNfRWpj6r,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1742,15/01/21,852,859.9,819.1,826.16,826.16,38777600,AlternateJones,"Tesla YouTube has destroyed Netflix for me.

$TSLA",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1743,15/01/21,852,859.9,819.1,826.16,826.16,38777600,Investingcom,"*WEDBUSH RAISES TESLA TARGET PRICE TO $950 FROM $715

$TSLA https://t.co/bLY4oeKYrz",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1744,15/01/21,852,859.9,819.1,826.16,826.16,38777600,LiveSquawk,$TSLA | Wedbush Raises Tesla Target Price To $950 From $715,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1745,15/01/21,852,859.9,819.1,826.16,826.16,38777600,ElectrekCo,Tesla (TSLA) launches its own solar power inverter https://t.co/OvkkGWhxtw by @fredericlambert,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1746,19/01/21,837.8,850,833,844.55,844.55,25367000,ICannot_Enough,"A year ago last week, $TSLA broke its all-time high of $100 ($500 pre-split).

... so anyone who’s owned Tesla shares &gt;1 year is up &gt;694.20% on their investment. 😎 https://t.co/BEjZR8YM5w",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1747,19/01/21,837.8,850,833,844.55,844.55,25367000,vincent13031925,"Tesla $TSLA Signed an Engineering Contract to Design Reverse Osmosis Trains for Giga Texas with H2O Innovation

https://t.co/F6KJl0RNQe",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1748,19/01/21,837.8,850,833,844.55,844.55,25367000,SawyerMerritt,I continue to believe Tesla will deliver at least 1M vehicles in 2021. $TSLA,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1749,19/01/21,837.8,850,833,844.55,844.55,25367000,vincent13031925,"Report: Tesla Giga Shanghai Will Strive to Reach 523K Annual Production Capacity this Year

$TSLA 

https://t.co/wuqZoAgFNF",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1750,19/01/21,837.8,850,833,844.55,844.55,25367000,GerberKawasaki,Keep in mind crypto fans. Tesla is the key to affordable electric energy. Hard to have crypto succeed without tesla... they go hand in hand. With alternative energy. $tsla $tan $lit #Bitcoin,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1751,19/01/21,837.8,850,833,844.55,844.55,25367000,vincent13031925,"Tesla $TSLA Courted by Two India Ports to Build New Factory

https://t.co/J2ydCOeg36",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1752,19/01/21,837.8,850,833,844.55,844.55,25367000,vincent13031925,"Tesla $TSLA Explores Entering the Pakistani Market as Global Growth Surges

https://t.co/T2Bo9rlzgk",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1753,19/01/21,837.8,850,833,844.55,844.55,25367000,SawyerMerritt,"NEWS: Jefferies analyst Philippe Houchois raised the price target on $TSLA to $775 (from $650) while maintaining a Hold rating.

""We raise our Tesla earnings forecast and price target ahead of 4Q results on 1/27.” https://t.co/b9YdTUyIQB",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1754,19/01/21,837.8,850,833,844.55,844.55,25367000,Teslaconomics,"I believe Tesla earnings calls are better than any championship game of any sport. 🏀 🏈 🎾 ⚽️ 🏌️‍♂️ 

9 days left..

$TSLA #Tesla",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1755,19/01/21,837.8,850,833,844.55,844.55,25367000,JayinShanghai,"Update on the construction of the elevated road right next to Tesla Gigafactory Shanghai. Once completed better access to Giga Shanghai!

#Tesla #TeslaChina #Gigafactory #Shanghai #特斯拉 #中国 $TSLA https://t.co/3yM8ElxCYz https://t.co/8j9hiX84RT",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1756,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,TeslaPodcast,"Here are my questions for $TSLA's Q4 earnings call. If you like them, you can vote for them here:

https://t.co/b8GnBtCvpt
https://t.co/jrBGCkN43d

I expect Tesla to discuss FSD on the call. I'd encourage taking a look through questions without many votes yet so the best make it! https://t.co/W62gTLngVE",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1757,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,vincent13031925,"Tesla Bear Jim Chanos Raises Big White Flag, Now Only Holding $TSLA Put Options

https://t.co/GZLLPh7iDU",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1758,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,stevenmarkryan,"https://t.co/oWCYT8XWg1 - More Analysts Upgrade Tesla Stock Amid Tesla India News

NEW

$TSLA https://t.co/k3IQ7O0wll",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1759,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,vincent13031925,"Tesla $TSLA Price Target Raised by Jefferies, Positive on Q4 2020 &amp; 2021 Projections

https://t.co/Vu8qsgphW8",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1760,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,jeremyjudkins,"Can Joe Biden announce that Tesla specifically is gonna get the $7500 tax credit back during his inauguration? 😆 

💰 💰 💰 

$TSLA",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1761,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,vincent13031925,"Tesla $TSLA Gets Big Price Target Boost from Oppenheimer to $1,036 from $486

https://t.co/NhTq48tV2t",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1762,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,GerberKawasaki,I look forward to the day we see tesla model Xs driving everyone in government not these gas guzzling clunkers. #InaugurationDay #tesla $tsla,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1763,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,vincent13031925,"Tesla Giga Texas Progress Leaps Ahead as Fans Eagerly Await the Year of Cybertruck

$TSLA

https://t.co/DouUDpIngC",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1764,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,ElectrekCo,"Tesla (TSLA) gets first $1,000 price target from top analyst on lead with autonomous vehicles https://t.co/27RRhEj2kb by @fredericlambert",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1765,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,vincent13031925,"Tesla $TSLA Demand Likely to Get Extra Boost as Biden Admin in ‘Full Support’ of Restoring EV Incentive

https://t.co/kKtg0SZ8hE",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1766,20/01/21,858.74,859.5,837.28,850.45,850.45,25665900,SawyerMerritt,7 days until Tesla's Q4 earnings report! $TSLA,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1767,21/01/21,855,855.72,841.42,844.99,844.99,20521100,CoverDrive12,"With Tesla headlines like these, $TSLA investors must think that California sales are increasing exponentially. Here's the bigger picture:

2018 - 70,300 units
2019 - 72,600 units
2020 - 71,300 units
https://t.co/mqDOqrnvhM",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1768,21/01/21,855,855.72,841.42,844.99,844.99,20521100,ByeonChansoo,"#ModelY roof is very strong. Order yours today!
https://t.co/lxYLrdgRcn (Use a referral code). 

Thanks to Alexis who ordered a new #Tesla! 
@28delayslater @WholeMarsBlog $TSLA https://t.co/vg5D7fWyYb",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1769,21/01/21,855,855.72,841.42,844.99,844.99,20521100,vincent13031925,"Tesla Giga Berlin Battery Factory Receives Preliminary Approval from Federal Ministry of Economics

$TSLA
https://t.co/AUjdh8nf3r",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1770,21/01/21,855,855.72,841.42,844.99,844.99,20521100,vincent13031925,"Tesla Q4 CA Registrations Spike 63% &amp; Huge Model Y Sales Show Brand Strength

$TSLA 
https://t.co/BrQO3Wijlh",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1771,21/01/21,855,855.72,841.42,844.99,844.99,20521100,ElectrekCo,"Tesla (TSLA) sales surge in home market, thanks to Model Y https://t.co/t1OeR3uS4k by @fredericlambert",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1772,21/01/21,855,855.72,841.42,844.99,844.99,20521100,Teslaconomics,"CYBERTRUCK: black or white?

$TSLA #Tesla https://t.co/QrUx3C92Oh",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1773,22/01/21,834.31,848,828.62,846.64,846.64,20066500,ajtourville,"“Perfect gaps and spectacular paint job. I was very impressed. That car was as good as anything you could find out of Europe” —Sandy Munro

Tesla keeps impressing, @elonmusk 🙌 $TSLA https://t.co/xVSs97ghHN",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1774,22/01/21,834.31,848,828.62,846.64,846.64,20066500,stevenmarkryan,"Juicy footage of giga press in action at Fremont:

https://t.co/wUak7ZIl0v 

Tesla once again swinging around their gigantic.. manufacturing advantages. 

The machine that builds the machine is what matters most.

""The best part is no part. The best process is no process.""

$TSLA",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1775,22/01/21,834.31,848,828.62,846.64,846.64,20066500,stevenmarkryan,"https://t.co/1QeV92EU3f - Tesla Stock Helps Billionaire Short Seller Become Millionaire

NEW

$TSLA https://t.co/2hXBQ9Akdh",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1776,22/01/21,834.31,848,828.62,846.64,846.64,20066500,GerberKawasaki,I decided to donate by planting trees today. The best way to capture carbon.  Planted 200 trees this morning. Join me. Plant a few.  #tesla $tsla @onetreeplanted https://t.co/cDK8YgQ8Oz https://t.co/9Xz3bfQ8O8,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1777,22/01/21,834.31,848,828.62,846.64,846.64,20066500,vincent13031925,"Tesla $TSLA Dominates Online New Car Sales: A Study

https://t.co/xocLFtYu02",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1778,22/01/21,834.31,848,828.62,846.64,846.64,20066500,LiveSquawk,$TSLA | Tesla Price Target Raised To $125 From $105 At JPMorgan,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1779,22/01/21,834.31,848,828.62,846.64,846.64,20066500,SawyerMerritt,5 days until Tesla's Q4 earnings report! $TSLA,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1780,22/01/21,834.31,848,828.62,846.64,846.64,20066500,SawyerMerritt,"Tesla CFO Kirkhorn Zachary sold about $1M (1,250 shares) of Tesla stock on Jan 19th at $837.74/share. After the sale he still owns about $47.5M of $TSLA stock. 

1/2 https://t.co/BWco67cBTe",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1781,25/01/21,855,900.4,838.82,880.8,880.8,41173400,HeroDividend,"10 stocks for the next 10 years🔆

Microsoft $MSFT
Square $SQ
Cloudflare $NET
Digital Realty Trust $DLR
Home Depot $HD
Tesla $TSLA
Waste Management $WM
Shopify $SHOP
Carrier $CARR
AMD $AMD",1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
1782,25/01/21,855,900.4,838.82,880.8,880.8,41173400,GerberKawasaki,Client just emailed to ask what a Gordon was. LOL. $tsla #tesla,1.87,0.2,0.5,19.22,5.35,5.35,3.52,2.8,0.2,2.11,5.69,15.79,1.28,1.31,0.56,0.9,24.03,2.84,1.74,"6,61,260",927.75,21.21,30.1,0.04%,0.28%,-5.43%,-5.43%,"6,68,905"
